cohort_count,person_years,gender,age_group,calendar_year,incidence_rate,cohort_id,database_id
1428,11240372.347707,Female,,2019,0.12704205482047998,135,-520511347
1591,10364111.230664,Female,,2020,0.15351050993091947,135,-520511347
1569,8611242.584531,Female,,2021,0.18220366974895222,135,-520511347
1667,6035648.104039,Female,,2022,0.27619237756496423,135,-520511347
670,1091852.07666,Female,,2023,0.6136362372909937,135,-520511347
0,966449.995893,Male,,2007,0,135,-520511347
0,2085874.81451,Male,,2008,0,135,-520511347
0,3662515.701574,Male,,2009,0,135,-520511347
0,5282834.2915819995,Male,,2010,0,135,-520511347
0,6514705.94661,Male,,2011,0,135,-520511347
0,7211193.177275,Male,,2012,0,135,-520511347
0,7725475.811086999,Male,,2013,0,135,-520511347
0,7782763.885011,Male,,2014,0,135,-520511347
0,7421402.020534,Male,,2015,0,135,-520511347
2868,7564651.947982,Male,,2016,0.3791317855364235,135,-520511347
3492,7830313.711156,Male,,2017,0.44595914401550474,135,-520511347
3802,7710790.264204,Male,,2018,0.49307527111068267,135,-520511347
3765,7408784.933608,Male,,2019,0.5081804956870957,135,-520511347
4213,6758217.626283,Male,,2020,0.6233892178339243,135,-520511347
4461,5558238.028748,Male,,2021,0.8025924720976453,135,-520511347
4503,3805881.352499,Male,,2022,1.1831687808773286,135,-520511347
1888,684246.258726,Male,,2023,2.759240516002634,135,-520511347
0,3160.539356,No matching concept,,2007,0,135,-520511347
0,66200.810403,No matching concept,,2008,0,135,-520511347
0,131832.761122,No matching concept,,2009,0,135,-520511347
0,18731.764544999998,No matching concept,,2010,0,135,-520511347
0,20205.883642,No matching concept,,2011,0,135,-520511347
0,19649.054074,No matching concept,,2012,0,135,-520511347
0,18245.33881,No matching concept,,2013,0,135,-520511347
0,17808.84052,No matching concept,,2014,0,135,-520511347
0,18341.242985,No matching concept,,2015,0,135,-520511347
5,19206.844627,No matching concept,,2016,0.2603238635549358,135,-520511347
8,19961.368925,No matching concept,,2017,0.40077411674810776,135,-520511347
-5,20176.613278,No matching concept,,2018,-0.24781165853299356,135,-520511347
-5,20046.047912000002,No matching concept,,2019,-0.24942572331211935,135,-520511347
10,19536.668036,No matching concept,,2020,0.5118580088259223,135,-520511347
-5,17549.040383,No matching concept,,2021,-0.2849158638237319,135,-520511347
7,11930.370979,No matching concept,,2022,0.5867378317339415,135,-520511347
0,2142.466803,No matching concept,,2023,0,135,-520511347
0,424.079398,No matching concept,60-69,2023,0,135,-520511347
0,8000.895277,No matching concept,20-29,2008,0,135,-520511347
0,4524.454483,No matching concept,10-19,2008,0,135,-520511347
0,9013.281314,No matching concept,60-69,2008,0,135,-520511347
-5,1796.17796,No matching concept,30-39,2017,-2.7836885383005145,135,-520511347
0,1620.068446,No matching concept,30-39,2014,0,135,-520511347
0,2228.706366,No matching concept,40-49,2010,0,135,-520511347
0,1947.195072,No matching concept,10-19,2014,0,135,-520511347
0,687.59206,No matching concept,80-89,2021,0,135,-520511347
0,1696.281999,No matching concept,20-29,2014,0,135,-520511347
