cohort_id,database_id,period_begin,period_end,series_type,calendar_interval,gender,age_group,records,subjects,person_days,person_days_in,records_start,subjects_start,subjects_start_in,records_end,subjects_end,subjects_end_in
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,NA,802,802,62872,0,226,226,0,8,8,0
135,-274552186,2006-04-01,2006-06-30,T2,q,FEMALE,NA,222,222,17411,0,57,57,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,NA,580,580,45461,0,169,169,0,5,5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,20-29,27,27,2283,0,6,6,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,40-49,312,312,24512,0,80,80,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,30-39,114,114,8466,0,42,42,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,60-69,141,141,11275,0,36,36,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,10-19,-5,-5,205,0,-5,-5,0,0,0,0
135,-274552186,2006-04-01,2006-06-30,T2,q,NULL,50-59,205,205,16131,0,61,61,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,FEMALE,50-59,50,50,3858,0,15,15,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,FEMALE,60-69,54,54,4202,0,14,14,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,40-49,227,227,17882,0,59,59,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,60-69,87,87,7073,0,22,22,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,FEMALE,20-29,7,7,592,0,-5,-5,0,0,0,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,30-39,88,88,6337,0,36,36,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,FEMALE,40-49,85,85,6630,0,21,21,0,-5,-5,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,50-59,155,155,12273,0,46,46,0,0,0,0
135,-274552186,2006-04-01,2006-06-30,T2,q,FEMALE,30-39,26,26,2129,0,6,6,0,0,0,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,10-19,-5,-5,205,0,-5,-5,0,0,0,0
135,-274552186,2006-04-01,2006-06-30,T2,q,MALE,20-29,20,20,1691,0,5,5,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,NA,720,720,21508,0,53,53,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,NA,520,520,15607,0,38,38,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,FEMALE,NA,200,200,5901,0,15,15,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,30-39,100,100,2912,0,10,10,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,20-29,26,26,791,0,-5,-5,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,60-69,130,130,3844,0,9,9,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,10-19,-5,-5,62,0,0,0,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,50-59,184,184,5545,0,12,12,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,NULL,40-49,278,278,8354,0,21,21,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,30-39,76,76,2168,0,10,10,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,FEMALE,50-59,45,45,1318,0,5,5,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,FEMALE,60-69,49,49,1429,0,-5,-5,0,-5,-5,0
135,-274552186,2006-05-01,2006-05-31,T2,m,FEMALE,30-39,24,24,744,0,0,0,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,50-59,139,139,4227,0,7,7,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,20-29,19,19,589,0,0,0,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,10-19,-5,-5,62,0,0,0,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,FEMALE,40-49,75,75,2208,0,6,6,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,60-69,81,81,2415,0,6,6,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,MALE,40-49,203,203,6146,0,15,15,0,0,0,0
135,-274552186,2006-05-01,2006-05-31,T2,m,FEMALE,20-29,7,7,202,0,-5,-5,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,NA,795,795,22772,0,78,78,0,-5,-5,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,NA,576,576,16558,0,57,57,0,-5,-5,0
135,-274552186,2006-06-01,2006-06-30,T2,m,FEMALE,NA,219,219,6214,0,21,21,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,20-29,26,26,780,0,0,0,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,30-39,112,112,3158,0,13,13,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,10-19,-5,-5,83,0,-5,-5,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,50-59,204,204,5874,0,21,21,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,40-49,311,311,8867,0,33,33,0,-5,-5,0
135,-274552186,2006-06-01,2006-06-30,T2,m,NULL,60-69,139,139,4010,0,10,10,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,60-69,86,86,2522,0,5,5,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,20-29,19,19,570,0,0,0,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,FEMALE,40-49,84,84,2395,0,9,9,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,50-59,155,155,4481,0,16,16,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,10-19,-5,-5,83,0,-5,-5,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,FEMALE,30-39,26,26,728,0,-5,-5,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,30-39,86,86,2430,0,11,11,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,MALE,40-49,227,227,6472,0,24,24,0,-5,-5,0
135,-274552186,2006-06-01,2006-06-30,T2,m,FEMALE,60-69,53,53,1488,0,5,5,0,0,0,0
135,-274552186,2006-06-01,2006-06-30,T2,m,FEMALE,50-59,49,49,1393,0,5,5,0,0,0,0
