ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
4292082,35614231,8,8
4275564,42894680,4,4
4335825,2616270,1,1
4335825,2313870,0,1
4334808,43020942,1,1
4354249,45766241,3,3
4354249,3661644,5,5
4335825,44805202,1,1
4335825,2616264,2,2
4335825,2313883,0,1
4354249,3661524,5,5
432795,3661524,6,9
432795,35615053,6,8
36303527,40761338,1,1
38004279,38004280,1,1
40489835,2211776,1,2
40484102,3661644,6,6
40482051,40484248,1,1
40484102,3661524,6,6
40480457,3661644,7,8
40480457,3661524,7,8
42872565,2785855,2,2
42898160,8951,1,1
42868656,40761338,1,1
42898160,38004310,2,2
43020083,42894647,1,1
43020083,42894648,1,1
43018569,42894711,1,1
43018569,42894712,1,1
43019457,42894626,1,1
44783817,45759034,1,1
193631,45766075,6,6
35622931,4330376,1,1
35614222,35614251,1,1
35614215,35607668,1,1
193631,35611570,6,6
38004275,38004276,1,1
40482228,42599784,2,2
40482228,3195796,2,2
40482228,4253187,2,2
40486575,2785856,1,1
43019182,42894677,1,1
43018739,42894629,1,1
43531072,2110333,5,6
193631,3661520,7,7
193631,45766151,7,7
45876132,3015777,3,4
45889612,2110236,2,2
193631,45766076,7,7
500000801,45766075,2,3
500000801,3661520,4,4
500000801,35611570,2,3
500000801,3661502,5,5
500000801,45766076,3,4
500000801,45766151,3,4
193631,3661502,8,8
193631,604427,7,7
4042678,43533353,4,6
4152156,45766151,6,6
4152156,45766075,5,5
4152156,604427,6,6
4152156,3661502,7,7
4152156,35611570,5,5
4152156,45766076,6,6
4152156,3661520,6,6
4184762,604427,4,4
4190693,43533353,5,5
4211641,43533353,5,7
4273022,604427,5,5
43531072,2110236,4,6
500000801,604427,4,4
441840,4059699,5,5
8883,38004261,1,1
441840,44784446,2,2
321887,36712982,4,4
441840,4081446,5,5
441840,42599785,6,6
321887,46269996,3,3
441840,42535077,3,3
2801516,42894653,6,6
2801516,42894467,6,6
2801516,42894700,6,6
2801516,42894678,6,6
2801516,42894598,6,6
2801516,42894586,6,6
2801516,42894594,6,6
2822647,42894480,2,2
2801516,42894664,6,6
2801516,42894584,6,6
2801516,42894704,6,6
2801516,2725468,6,6
2801516,42894597,6,6
2801516,42894592,6,6
2801516,42894482,6,6
2801516,42894480,6,6
2822647,42894482,2,2
2801516,42894599,6,6
2801516,42894611,6,6
2801516,2725966,6,6
2801516,42894590,6,6
2827989,2725966,1,1
2801516,2725957,6,6
2801516,42894474,6,6
2801516,42894473,6,6
2801516,2725950,6,6
2801516,42894472,6,6
2813867,2786061,3,3
2813867,2786062,3,3
2801516,42894692,6,6
2801516,42894612,6,6
2801516,42894699,6,6
2822647,2725904,2,2
2801516,2725904,6,6
2801516,42894703,6,6
2879942,42894699,3,3
2899808,2785852,2,2
2879942,42894700,3,3
2848320,2725957,2,2
2879942,42894703,3,3
2879942,42894584,3,3
2848320,42894598,2,2
2848320,42894599,2,2
2846515,2786067,1,1
2879942,42894704,3,3
2847029,2786623,1,1
2854104,2785852,3,3
2879942,42894692,3,3
4029205,42894472,5,11
4029205,42894598,5,11
4029205,2313811,5,12
4029205,2725966,4,11
4032257,2786054,3,3
4029205,2725468,5,11
4029205,2110361,2,3
4032257,2786623,4,4
4032257,2313884,3,5
4032257,2786062,3,3
4029205,42894473,5,11
4029205,2721563,4,4
4029205,43533187,5,9
4029205,42894700,5,11
4032257,4197265,3,3
4029205,42894699,5,11
4029205,2785853,6,9
4033224,2414348,1,2
4029205,42894599,5,11
4032257,2788615,4,4
4029205,4199235,6,9
4029205,42894590,5,11
4029205,4197265,5,8
4032257,2785852,3,3
4029205,42894678,4,11
4029205,4017921,4,4
4029205,42894664,4,11
4029205,2313884,4,10
4029205,45773079,4,7
4029205,2725904,5,11
4032257,2786061,3,4
4029205,2721126,9,9
4029205,4098215,5,8
4032257,4098215,3,3
4029205,42894467,5,11
4029205,4329506,5,8
4029205,2514404,3,6
4029205,2110331,2,5
4029205,42894612,4,11
4029205,2101823,2,3
4033224,2110334,3,4
4032257,2786067,3,3
4033224,2111099,3,4
4033224,2514412,1,5
4021166,2514557,3,4
4032257,4329506,3,3
4028071,46269996,7,7
4029205,2725957,5,11
4029205,42894586,5,11
4029205,2785852,5,8
4029205,42894480,5,11
4033224,2110361,2,3
4029205,2313810,5,12
4029205,2725950,5,11
4032257,2313867,3,4
4029205,42894474,5,11
4032752,2110331,1,2
4029205,2786067,5,8
4033224,2313882,1,2
4029205,2514412,2,4
4032257,3654312,3,3
4032257,2786055,3,3
4032257,4199235,4,4
4033224,2514400,1,2
4029205,2786062,5,8
4029205,2514557,3,5
4029205,42535579,6,9
4028071,35611571,8,10
4029205,42894584,4,11
4029205,42894692,5,11
4033224,4079617,4,4
4029205,2786623,6,10
4032257,2313882,2,4
4029205,2786055,5,8
4033224,2110331,4,4
4029205,42894594,5,11
4029205,42894597,5,11
4029205,2786054,5,8
4029205,44511270,6,12
4032257,42535579,4,4
4029205,2313867,5,9
4029205,3654312,5,8
4029205,2313882,3,9
4029205,2788615,6,11
4028071,46270164,8,10
4029205,42894703,5,11
4029205,42894592,5,11
4029205,2786061,5,9
4029205,2111099,3,8
4029205,42894611,4,11
4028071,46270158,8,10
4032257,2785853,3,4
4022117,2514400,1,2
4029205,42894704,5,11
4029205,42894653,5,11
4029205,42894482,5,11
4040400,42894703,4,9
4040551,2786061,4,4
4043022,42894480,6,8
4040400,2721563,4,4
4051039,42894480,1,1
4115153,2110334,2,2
4043022,42894611,6,8
4040390,42894482,5,10
4040400,42894704,4,9
4040390,45773079,3,7
4051039,42894584,1,1
4043023,2786067,4,5
4040551,42894473,3,8
4051039,42894472,1,1
4040551,42894699,3,8
4043023,2786054,4,5
4043346,35611571,6,8
4040390,42894592,4,10
4040390,2313882,4,6
4040400,2313810,5,10
4040400,2725957,4,9
4043022,42894612,6,8
4033552,2514412,0,2
4040400,2313884,4,6
4040400,42894653,4,9
4040551,2725950,5,8
4040390,42894598,5,10
4040400,4197265,4,4
4043023,2725904,5,7
4040390,2725468,4,10
4051039,42894699,1,1
4043022,2725957,6,8
4051039,42894482,1,1
4043022,4329506,5,6
4040390,4329506,4,5
4043346,46270163,7,8
4043022,2786067,5,6
4043022,42894473,5,8
4043022,2725904,6,8
4043022,2786054,5,6
4041257,2514557,1,2
4040551,42894480,3,8
4043022,42894586,5,8
4040390,42894473,4,10
4040551,42894700,3,8
4040551,42894472,3,8
4043023,42894592,4,7
4043023,42894653,5,7
4040551,42894704,3,8
4040551,2721563,3,3
4040400,42894586,4,9
4040390,2313810,6,11
4033552,2514557,2,3
4040551,2725957,3,8
4105895,2110331,1,2
4051039,42894678,1,1
4040400,42894467,4,9
4043022,42894467,5,8
4040551,42894692,3,8
4051039,42894704,1,1
4040551,42894703,3,8
4040551,44511270,5,9
4040551,42894592,3,8
4040400,3655774,5,8
4043022,42894704,6,8
4040390,4098215,4,5
4043022,42894474,5,8
4051039,42894692,1,1
4051039,42894467,1,1
4051039,4205072,2,2
4043022,2313810,5,9
4043023,42894703,5,7
4040400,42894612,4,9
4040400,42894473,4,9
4043022,42894597,5,8
4040400,2786067,4,4
4043022,42894592,5,8
4040551,42894678,3,8
4040400,2785853,4,5
4043023,2725966,5,7
4040551,2788615,4,7
4040551,42894482,3,8
4051039,2725904,1,1
4043346,46269996,5,5
4040551,43533187,4,8
4040390,42894653,5,10
4040390,42894599,5,10
4040390,43533187,5,10
4040390,42894664,5,10
4043023,2786055,4,5
4040551,42894653,3,8
4043022,42894653,6,8
4040400,42894590,4,9
4043023,42894584,5,7
4040400,42894594,4,9
4040390,2786062,4,5
4043022,3655774,6,7
4043022,42894664,6,8
4043023,42894692,4,7
4093991,46269996,6,7
4043022,42894584,6,8
4043346,36712982,6,7
4043023,2313882,3,6
4040551,42894664,3,8
4043022,2313884,4,8
4040400,2725966,6,9
4043023,42894594,4,7
4040390,2725950,4,10
4040390,2786067,4,5
4040551,2785853,4,4
4043022,42894699,6,8
4040400,42894700,4,9
4103183,46269996,4,4
4040390,42894704,5,10
4040390,2786061,4,6
4040400,3186322,5,8
4040390,42894692,4,10
4040400,4199235,5,5
4043346,46270158,6,8
4040390,4199235,5,6
4043023,42894467,4,7
4051039,42894700,1,1
4040400,4098215,4,4
4040390,2786055,4,5
4040400,44511270,5,10
4043022,2786061,5,7
4040390,4205072,6,9
4103183,46270163,6,7
4043023,2313811,4,8
4040390,2313811,6,11
4040551,42894474,3,8
4043023,42535579,5,6
4043023,42894586,4,7
4043022,2313811,5,9
4043023,42894597,4,7
4040400,42894664,4,9
4040400,42894678,4,9
4043023,42894664,5,7
4040390,3655774,6,9
4040400,2786623,5,7
4043022,44511270,6,9
4040551,2313811,4,9
4040390,42894590,4,10
4043022,2788615,4,7
4040400,2313882,4,5
4051039,42894474,1,1
4040551,3655774,7,7
4043022,42894594,5,8
4086921,4292071,4,4
4103183,36712982,5,6
4040390,2110334,6,10
4040400,42894592,4,9
4040400,2786062,4,4
4051039,42894653,1,1
4040390,3654312,4,5
4043023,42894612,5,7
4043023,42894474,4,7
4040390,2313884,4,7
4043022,42894692,5,8
4040400,42894699,4,9
4040400,42894597,4,9
4040551,4205072,4,7
4043022,3186322,6,7
4043023,42894704,5,7
4043023,42894482,5,7
4043023,4199235,5,6
4040551,42894586,3,8
4040400,2725950,6,9
4043023,2313884,3,7
4043023,2785852,3,5
4051039,42894611,1,1
4043022,2313882,4,7
4043023,2785853,3,6
4040390,42894480,5,10
4043023,3186322,5,6
4040390,2725957,5,10
4040390,42894703,5,10
4040390,42894597,4,10
4043023,2788615,5,6
4040551,42894599,3,8
4040400,42894692,4,9
4043022,4197265,5,6
4040390,44511270,6,11
4043023,44511270,5,8
4043023,42894700,5,7
4040551,2725904,3,8
4043023,4329506,4,5
4040400,42894584,4,9
4103183,35611571,5,7
4040390,2725904,5,10
4043023,42894599,5,7
4043022,2725468,5,8
4043023,2313867,4,6
4040390,2785853,3,6
4040390,42894467,4,10
4040400,2110334,4,8
4040400,2786055,4,4
4043022,42894590,5,8
4043023,3655774,5,6
4040400,42894598,4,9
4040551,42894597,3,8
4043023,42894611,5,7
4040390,2786054,4,5
4051039,42894612,1,1
4040551,42894590,3,8
4040400,42894599,4,9
4051039,42894664,1,1
4033552,2514404,1,2
4051039,2725957,1,1
4051039,42894473,1,1
4085075,42535077,1,1
4043023,42894598,5,7
4043022,42894700,6,8
4040390,42535579,5,6
4040400,2786054,4,4
4040551,42894612,3,8
4043023,2786061,4,6
4040400,2313811,5,10
4103183,46270158,5,7
4043022,2786062,5,6
4040551,2725966,5,8
4040400,2313867,4,5
4043022,43533187,4,8
4043022,42535579,6,7
4043346,46270164,6,8
4043023,42894472,4,7
4040390,42894612,5,10
4040390,42894678,5,10
4040551,42894611,3,8
4051039,42894594,1,1
4043022,2786055,5,6
4040390,2313867,4,6
4043023,2786062,4,5
4043023,42894590,4,7
4040390,2725966,7,10
4043023,42894678,5,7
4040390,2786623,5,8
4040390,42894700,5,10
4043023,3654312,4,5
4043022,42894599,6,8
4043022,42894703,6,8
4051039,42894597,1,1
4043023,42894480,5,7
4043022,2725950,5,8
4040551,42894584,3,8
4040551,42894594,3,8
4040390,42894586,4,10
4040400,2786061,4,5
4040400,2725904,4,9
4051039,42894598,1,1
4043023,43533187,4,7
4051039,3186322,3,3
4043022,42894598,6,8
4043023,2313810,4,8
4043023,2725468,4,7
4040400,4205072,5,8
4040400,42535579,5,5
4040390,42894472,4,10
4040400,4329506,4,4
4043023,4197265,4,5
4040400,42894472,4,9
4043022,42894482,6,8
4040551,3186322,5,7
4040400,42894480,4,9
4043022,42894472,5,8
4040390,2788615,5,9
4040390,2785852,3,8
4043022,4098215,5,6
4043022,2725966,6,8
4040390,42894584,5,10
4043023,42894699,5,7
4051039,44511270,3,3
4040400,2788615,5,8
4040400,43533187,4,9
4040390,2721563,5,5
4043023,4098215,4,5
4040551,2725468,5,8
4040400,42894474,4,9
4040390,42894699,5,10
4040390,2111099,5,7
4051039,42894599,1,1
4043022,3654312,5,6
4043022,2313867,5,7
4051039,42894586,1,1
4043023,2725950,4,7
4051039,42894590,1,1
4040551,2786623,4,6
4040551,2313810,4,9
4040551,2785852,4,6
4043023,2725957,5,7
4040390,4197265,4,5
4051039,42894592,1,1
4040551,42894467,3,8
4051039,42894703,1,1
4040551,42894598,3,8
4040400,2725468,6,9
4043022,2785852,3,6
4043022,4199235,6,7
4040400,2785852,4,7
4043023,2786623,5,6
4040400,42894611,4,9
4040400,42894482,4,9
4040390,42894611,5,10
4043022,2785853,4,7
4040390,42894594,4,10
4043022,2786623,4,7
4043022,42894678,6,8
4040390,3186322,6,9
4040390,42894474,4,10
4040400,3654312,4,4
4103183,46270164,5,7
4043023,42894473,4,7
4126705,35614253,11,13
4180627,2313810,6,12
4169265,35614234,10,12
4174456,44511270,2,2
4169265,3661525,6,7
4180941,44511270,4,6
4180627,42894653,5,11
4126705,35614236,11,13
4180941,42894584,3,4
4180627,2313867,5,9
4180627,42894598,5,11
4180627,42894692,5,11
4180941,42894664,3,4
4180627,45773079,4,8
4180627,42894482,5,11
4180941,42894678,3,4
4180627,2110331,2,3
4146314,4081446,4,4
4180627,42894594,5,11
4180627,2786623,5,9
4180627,43533187,5,11
4180627,42894472,5,11
4180627,2785852,4,9
4126705,35614225,10,12
4126705,35614240,11,13
4169265,45773302,8,9
4180941,2725966,3,4
4169265,45757957,8,8
4169265,35614236,10,12
4117930,36712982,5,10
4180627,42894586,5,11
4180627,2111099,6,9
4169265,35614240,10,12
4180627,42894473,5,11
4180627,2514404,3,4
4126705,35614200,10,12
4169265,35614225,9,11
4180941,42894612,3,4
4180627,2725966,6,11
4180627,2725904,5,11
4180627,3654312,5,8
4180627,2725957,5,11
4117930,46269996,8,8
4180627,2786055,5,8
4180941,2785852,4,4
4169265,35614210,9,11
4179713,42894612,2,3
4138127,42894664,2,2
4169265,35614253,10,12
4180627,42894599,5,11
4117930,35611571,9,11
4180627,2110334,3,12
4180628,46270163,7,8
4180627,2786067,5,8
4180627,42894467,5,11
4117930,46270158,9,11
4126705,35614215,10,12
4180941,2725468,3,3
4180627,2786062,5,8
4122811,4205072,4,4
4126705,35614210,10,12
4169265,35614200,9,11
4180627,42894703,5,11
4154279,2111099,3,4
4180941,2785853,4,4
4180627,2786054,5,8
4126705,35614230,11,13
4180627,2313882,3,9
4180941,43533187,2,2
4180627,42894474,5,11
4169265,35614215,9,11
4138127,42894584,2,2
4169626,2786062,1,1
4160439,2111099,3,4
4138127,42894611,2,2
4180627,42894664,5,11
4179713,42894584,2,3
4180627,42894700,5,11
4180627,4199235,6,9
4179713,2785853,3,3
4180941,4161776,5,5
4161405,2111099,5,6
4180627,44511270,6,12
4180627,42894678,5,11
4180628,46270164,6,8
4180628,46269996,5,6
4180941,2313810,4,5
4180627,42894592,5,11
4138127,42894612,2,2
4169265,35614230,10,12
4126705,3661525,7,8
4180627,42894611,5,11
4180627,42894597,5,11
4180627,42894584,5,11
4180941,2725950,3,3
4180627,4098215,5,8
4180627,2313811,6,12
4180627,2788615,6,10
4179713,42894664,2,3
4126705,35614234,11,13
4180627,2721563,5,6
4126705,45757957,9,9
4180628,46270158,6,8
4180627,42894480,5,11
4169265,37018743,7,8
4138127,42894678,2,2
4180627,2313884,3,10
4180627,4197265,5,8
4180627,3655774,6,10
4180627,42535579,6,9
4179713,42894611,2,3
4126705,45773302,9,10
4180628,35611571,6,8
4180627,42894704,5,11
4180628,36712982,6,7
4170285,43533187,1,1
4180627,2725950,5,11
4169626,2786061,1,1
4180627,2785853,4,9
4180627,2725468,5,11
4180627,4329506,5,8
4180941,2313811,4,5
4117930,46270164,9,11
4138127,2725966,2,2
4179713,42894678,2,3
4180627,2786061,4,9
4180941,42894611,3,4
4179713,2725966,2,3
4180627,42894590,5,11
4126705,35614222,10,12
4126705,37018743,8,9
4180627,42894612,5,11
4179713,2785852,3,3
4169265,35614222,9,11
4180627,42894699,5,11
4180627,3186322,6,10
4211674,2313882,0,1
4184832,2313810,2,2
4184832,42894482,1,1
4184832,2725904,1,1
4184832,42894700,1,1
4184832,42894678,1,1
4194254,2110361,0,1
4184832,42894472,1,1
4232657,45773302,3,4
4184832,42894480,1,1
4261266,3661525,3,3
4185503,46269996,6,6
4184832,42894584,1,1
4185932,35611571,4,4
4184832,2725468,1,1
4194957,2788615,1,1
4185932,46270163,4,4
4184832,42894598,1,1
4184832,42894699,1,1
4184832,2725966,1,1
4185932,36712982,3,3
4184832,2725950,1,1
4185503,46270163,8,9
4184832,42894474,1,1
4232657,37018743,2,3
4184832,42894611,1,1
4184832,42894586,1,1
4184832,42894612,1,1
4184832,42894597,1,1
4184832,42894692,1,1
4184832,42894599,1,1
4184832,42894664,1,1
4184832,44511270,2,2
4184832,2313811,2,2
4184832,42894467,1,1
4184832,42894592,1,1
4184832,42894704,1,1
4185503,36712982,4,8
4184832,42894703,1,1
4232657,45757957,3,3
4184832,42894590,1,1
4185932,46270164,4,4
4185503,46270158,7,9
4185932,46270158,4,4
4185503,46270164,7,9
4184832,2725957,1,1
4185503,35611571,7,9
4217445,43533187,2,2
4184832,42894653,1,1
4184832,42894473,1,1
4184832,42894594,1,1
4304209,42894611,2,2
4297090,2514557,3,4
4299523,2785852,3,3
4273018,46270164,5,5
4297090,2785852,4,7
4304209,42894584,2,2
4301351,42894584,3,10
4304209,4205072,3,3
4301351,43533187,4,8
4301351,42894594,4,10
4301351,42894474,4,10
4304209,3186322,4,4
4301351,2313810,4,11
4304209,42894473,2,2
4304209,42894692,2,2
4304209,42894597,2,2
4297090,2786623,5,9
4304209,42894590,2,2
4301351,42894611,3,10
4301351,2725966,3,10
4297090,2786061,4,8
4301351,42894482,4,10
4301351,2725957,4,10
4304209,42894704,2,2
4280677,37018743,3,4
4304209,42894699,2,2
4297090,2313867,4,8
4297090,2514404,2,5
4297090,4197265,4,7
4304209,42894678,2,2
4304209,42894653,2,2
4301351,42894678,3,10
4301351,42894592,4,10
4304209,42894612,2,2
4304209,42894664,2,2
4299523,2785853,3,3
4273018,46270163,5,5
4301351,42894590,4,10
4297090,2785853,5,8
4297090,3654312,4,7
4297090,2786055,4,7
4301351,2313811,4,11
4299523,2786623,3,5
4297090,4199235,5,8
4301351,42894480,4,10
4299523,2788615,3,6
4297090,4098215,4,7
4280677,3661525,3,3
4301351,42894692,4,10
4273018,46270158,5,5
4301351,42894597,4,10
4304209,42894594,2,2
4301351,2111099,2,6
4301351,42894703,4,10
4301351,42894653,4,10
4304209,2725957,2,2
4297090,2313884,3,9
4301351,42894612,3,10
4297090,42535579,5,8
4301351,42894586,4,10
4304209,42894598,2,2
4301351,44511270,5,11
4297090,4017921,3,3
4301351,2725904,4,10
4301351,42894598,4,10
4297090,2514412,1,3
4297090,2786062,4,7
4297090,2786054,4,7
4301351,42894704,4,10
4304209,42894586,2,2
4304209,42894480,2,2
4297090,2788615,5,10
4312604,2721563,3,3
4297090,2313882,2,8
4273018,35611571,5,5
4304209,42894700,2,2
4297090,2786067,4,7
4297090,45773079,3,6
4301351,42894473,4,10
4297090,4329506,4,7
4304209,42894474,2,2
4304209,44511270,4,4
4304209,42894467,2,2
4304209,42894599,2,2
4301351,42894472,4,10
4304209,42894592,2,2
4301351,42894599,4,10
4301351,42894664,3,10
4301351,42894699,4,10
4304209,2725904,2,2
4301351,42894700,4,10
4297090,2110361,1,2
4301351,2725950,4,10
4301351,2725468,4,10
4304209,42894472,2,2
4280677,45757957,4,4
4304209,42894703,2,2
4301351,42894467,4,10
4304209,42894482,2,2
4280677,45773302,4,5
4299523,2786061,3,3
4322976,2725468,4,12
4322976,42894699,4,12
4322976,42894664,4,12
4322976,2721563,5,7
4322976,4079617,3,5
4322976,4098215,6,9
4322976,2313811,5,13
4322976,42894467,4,12
4322976,2725957,4,12
4322976,2313867,6,10
4322976,2786055,6,9
4322976,42894592,4,12
4322976,42894597,4,12
4322976,2786054,6,9
4322976,42894594,4,12
4322976,2514412,2,6
4322976,2110334,2,13
4322976,42894612,4,12
4322976,42894678,4,12
4322976,42894480,4,12
4322976,2514404,3,7
4322976,45773079,5,9
4322976,2786062,6,9
4322976,42894692,4,12
4322976,42894472,4,12
4322976,2514400,2,4
4322976,2725904,4,12
4322976,42894703,4,12
4322976,2111099,4,10
4334807,2785853,1,1
4322976,42894590,4,12
4326099,2313882,0,1
4322976,3655774,7,11
4322976,42894599,4,12
4322976,42894584,4,12
4322976,4199235,7,10
4334807,2313884,0,2
4322976,4329506,6,9
4322976,44511270,5,13
4322976,42894653,4,12
4322976,2514557,3,6
4322976,2725966,4,12
4322976,2110361,2,4
4322976,3654312,6,9
4322976,2786623,6,11
4322976,4197265,6,9
4322976,2786061,5,10
4322976,2617478,5,6
4322976,42894473,4,12
4322976,42894586,4,12
4322976,2313882,2,10
4322976,2788615,7,12
4322976,42894482,4,12
4322976,2414348,2,3
4322976,42894700,4,12
4322976,42894611,4,12
4322976,42894474,4,12
4322976,42894598,4,12
4322976,2721126,10,10
4322976,2110331,3,6
4322976,2785853,5,10
4322976,2786067,6,9
4322976,2785852,5,10
4322976,2101823,2,4
4322976,2313810,5,13
4322976,43533187,3,12
4322976,2313884,4,11
4322976,4017921,5,5
4322976,2725950,4,12
4322976,42535579,7,10
4322976,42894704,4,12
441840,46270158,7,12
441840,36712982,5,11
441840,35611571,7,12
441840,46270164,7,12
319844,3661643,4,4
319844,4270024,2,2
9201,38004285,2,2
319844,3661641,4,4
319844,3661645,4,4
373995,4335161,2,2
9201,581384,1,1
2787376,2787575,4,4
2807563,2725480,1,1
2831698,2787597,1,1
2787376,2787597,4,4
2800509,2787196,1,1
2799914,42894706,2,2
2848318,2725944,1,1
2887795,2725482,1,1
2860120,2786407,5,5
2887795,2725481,1,1
4002046,42894706,3,3
4002046,2725469,3,3
4002046,42894716,3,3
4002046,42894481,3,3
4002031,2725921,4,7
4002046,45769224,3,3
4002046,42894587,3,3
4002046,42894591,3,3
4002031,2725926,4,7
4002046,2725923,3,3
4002031,42894630,4,7
4002031,42894481,4,7
4002046,42894688,3,3
4002046,2725936,3,3
4002046,42894601,3,3
4002046,2725921,3,3
4002031,42894615,4,7
4002031,42894688,4,7
4002046,42894618,3,3
4002031,42894591,4,7
4002031,2725483,4,7
4002031,2725946,4,7
4002046,2725962,3,3
4002031,4216356,6,9
4002046,44511269,5,5
4002031,2725466,4,7
4002046,42894673,3,3
4002031,2725907,4,7
4002046,2725926,3,3
4002031,44511269,6,9
4002046,42894690,3,3
4002031,42894673,4,7
4002046,42894715,3,3
4002046,4031850,3,3
4024969,4216356,3,3
4028902,2514406,4,5
4002046,2725480,3,3
4002031,2725902,4,7
4002031,2725482,4,7
4002046,4225903,4,4
4002046,2725944,3,3
4002046,2725483,3,3
4002031,43527997,4,7
4002031,42894715,4,7
4002031,2725469,4,7
4002046,4216356,5,5
4002046,2725482,3,3
4002031,42894674,4,7
4002031,2725965,4,7
4002046,2725907,3,3
4002031,45770795,5,8
4002031,2725963,4,7
4002031,4031850,4,7
4002046,2725477,3,3
4002046,42894593,3,3
4002031,4184832,3,6
4002046,2725965,3,3
4002046,43527998,3,3
4002046,43527995,3,3
4002031,44511272,5,8
4002031,43527995,4,7
4002031,42894716,4,7
4002031,42894587,4,7
4002046,42894615,3,3
4002031,42894601,4,7
4002046,2725484,3,3
4002046,42894689,3,3
4002046,42894674,3,3
4027135,2514572,0,1
4002046,2725902,3,3
4002046,42894666,3,3
4002031,43527998,4,7
4002031,42894618,4,7
4002046,45770795,4,4
4002031,2725923,4,7
4002031,2725477,4,7
4002031,42894689,4,7
4002031,2725944,4,7
4002046,3188421,3,3
4002046,4184832,2,2
4002031,2725927,4,7
4002031,2725480,4,7
4002046,43527997,3,3
4002046,2725946,3,3
4002031,2725936,4,7
4002031,2725484,4,7
4002046,2725466,3,3
4002031,42894666,4,7
4002046,44511272,4,4
4002046,2725481,3,3
4002031,4225903,5,8
4002031,2725959,4,7
4002031,3188421,4,7
4002031,2725962,4,7
4002031,42894706,4,7
4002031,42894593,4,7
4002031,42894690,4,7
4002046,42894630,3,3
4002031,45769224,4,7
4002031,2725481,4,7
4002046,2725927,3,3
4002046,2725963,3,3
4002046,2725959,3,3
4089214,4173614,2,2
4042645,4334807,4,4
4042645,2725481,6,6
4093436,4196155,2,2
4042645,2725907,6,6
4042645,2725962,6,6
4042645,2725923,3,6
4042645,2313869,4,5
4042645,42894688,3,6
4093436,2786056,3,3
4040559,2108838,3,3
4082524,2788411,2,2
4042645,4184832,5,5
4042645,2788411,5,5
4042645,42894673,6,6
4042645,2725480,6,6
4042645,2725484,6,6
4042645,40491498,5,5
4042645,4196155,4,4
4042645,45769224,6,6
4042645,2725902,3,6
4042645,2725936,6,6
4042645,43021737,5,5
4042645,2725963,6,6
4108611,3661641,6,7
4093436,2787575,3,3
4093436,4307818,2,2
4042645,4216356,5,8
4042645,2725926,3,6
4093436,2313875,2,3
4042645,2725466,3,6
4114166,4225958,4,4
4042645,43527995,6,6
4093436,2787597,3,3
4042645,2001500,4,4
4042645,2313875,4,5
4089214,4175026,2,2
4042645,45770795,5,7
4099175,2786056,2,2
4093436,2786407,3,3
4042645,42894706,6,6
4093436,43021737,3,3
4042645,2725469,6,6
4042645,43527997,4,6
4085113,4216356,2,2
4042645,42894715,6,6
4042645,3188421,6,6
4042645,44511272,5,7
4042645,2725483,6,6
4042645,2725927,3,6
4108611,3661645,6,7
4042645,2725959,6,6
4042645,2725477,6,6
4042645,2722250,4,4
4093436,2786066,2,2
4042645,4031850,4,6
4093436,2788411,3,3
4042645,4337739,5,5
4067587,2108838,1,1
4093436,40491498,3,3
4042645,2787575,5,5
4042645,2787196,5,5
4042645,2786066,4,4
4093436,2786051,2,2
4093436,3654311,2,2
4093436,4334807,2,2
4042645,2787597,5,5
4082382,44803621,2,2
4042645,2786046,4,4
4042645,2725482,6,6
4086181,4335161,7,7
4042645,42894587,3,6
4093436,2616265,3,3
4093436,4250325,2,2
4042645,42894591,3,6
4100357,2106382,4,5
4093436,2786049,3,3
4108611,4270024,4,5
4042645,2786051,4,4
4042645,4307818,3,4
4093436,2313872,1,3
4042645,2788627,5,5
4042645,2787195,4,5
4042645,42894593,3,6
4093436,2788627,3,3
4043019,2106382,2,6
4042645,42894666,6,6
4108611,3661643,6,7
4042645,36717088,5,5
4093436,36717088,3,3
4042645,4225903,7,7
4042645,2313872,4,5
4099175,2786049,2,2
4042645,2786049,4,5
4042645,2725921,3,6
4093436,2786046,2,2
4042645,3654311,4,4
4042645,44511269,6,8
4042645,42894674,6,6
4042645,42894716,6,6
4093436,2313869,1,3
4042645,42894601,6,6
4042645,42894615,6,6
4043334,2110925,5,7
4042645,4329263,4,4
4042645,42894481,6,6
4042645,43527998,3,6
4042645,2616265,5,5
4093436,2722250,2,2
4060628,4189164,1,1
4042645,2725944,3,6
4042645,2786407,5,5
4042645,42894618,6,6
4042645,4250325,4,4
4042645,2725965,6,6
4042645,42894630,3,6
4042645,42894689,3,6
4095631,4225958,4,5
4042645,2725946,3,6
4042645,42894690,3,6
4042645,2786056,4,5
4176809,2725962,1,1
4121349,35614201,5,5
4177094,36717088,5,5
4125334,45763528,6,8
4176809,2725936,1,1
4176809,2725484,1,1
4125334,35614256,8,10
4177094,4307818,4,4
4177094,4334807,4,4
4177094,2786049,4,5
4121349,35614256,6,6
4177094,2786046,4,4
4121349,35614255,6,6
4177094,43021737,5,5
4176809,42894666,1,1
4177094,2786066,4,4
4176809,2725483,1,1
4177094,2788627,4,5
4176809,2725963,1,1
4177094,4250325,4,4
4120837,4334807,1,1
4176809,2725965,1,1
4177094,2722250,4,4
4177094,2786407,4,6
4121349,35614233,6,6
4181663,4258412,4,4
4177094,2787597,4,5
