ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
4141937,43527998,6,6
4148948,2725936,5,7
4150819,4184832,2,2
4148948,4337739,3,4
4150819,4216356,2,5
4150819,42894618,3,3
4148948,43527998,5,7
4141937,42894630,3,6
4180938,4334807,3,6
4148948,42894674,5,7
4141937,42894715,6,6
4148948,2725959,4,7
4150819,45770795,4,4
4180938,43021737,6,7
4141937,42894666,6,6
4148948,2725482,5,7
4141937,44511272,7,7
4150819,2725483,3,3
4150819,2725926,3,3
4181025,44511272,1,1
4142191,35614256,7,7
4180160,2786407,4,4
4148948,2725926,5,7
4150819,43527995,3,3
4181025,44511269,2,2
4148948,2001500,3,3
4150819,2725936,3,3
4150819,42894593,3,3
4150819,42894715,3,3
4150819,45769224,3,3
4150819,44511272,4,4
4148948,45770795,6,8
4148948,2725962,5,7
4141937,2725962,6,6
4148948,42894673,5,7
4148948,44511272,6,8
4148948,42894689,5,7
4141937,42894593,3,6
4141937,42894674,6,6
4142191,45763528,5,5
4141937,4225903,7,7
4180938,4250325,5,6
4180938,2786049,6,7
4180938,2313872,3,7
4141937,42894688,3,6
4141937,2725484,6,6
4148948,2725902,5,7
4150819,2725481,3,3
4142191,45772472,4,4
4148948,42894688,5,7
4190496,2786407,4,5
4257823,4337739,1,1
4185115,2725944,3,9
4227253,4225958,5,5
4185115,2725959,3,9
4185115,4216356,4,11
4190496,2788411,4,7
4230911,2787597,2,2
4185115,42894715,3,9
4185115,43527995,3,9
4185115,2725481,3,9
4230911,2786066,1,1
4185115,2725902,3,9
4185115,2725907,3,9
4185115,45770795,4,10
4185115,2725466,3,9
4185115,42894716,3,9
4205771,2786049,3,3
4205771,2787597,3,3
4185115,4031850,3,9
4185115,2725484,3,9
4185115,2725483,3,9
4205771,2788411,3,5
4185115,2110925,5,7
4230911,4334807,1,1
4185115,2725946,3,9
4185115,2725927,3,9
4185115,44511272,4,10
4185115,42894690,3,9
4227253,3661643,8,9
4185115,42894706,3,9
4261497,2788411,3,3
4203889,2313872,0,1
4230911,2786046,1,1
4230911,36717088,2,2
4227253,3661641,8,9
4185115,2725963,3,9
4185115,42894688,3,9
4185115,42894601,3,9
4185115,42894615,3,9
4190496,2786049,4,4
4187067,4225958,2,2
4185115,2725482,3,9
4185115,2725965,3,9
4185115,2725962,3,9
4230911,2313872,1,2
4230911,2788411,2,2
4185115,43527998,3,9
4230911,2787575,2,2
4230911,2786407,2,2
4185115,45769224,3,9
4190496,2787575,4,6
4205771,2788627,3,3
4185115,42894481,3,9
4185115,42894591,3,9
4185115,42894587,3,9
4230911,3654311,1,1
4230911,2313869,1,2
4185115,42894630,3,9
4230911,2786051,1,1
4185115,42894673,3,9
4185115,2725469,3,9
4227253,4270024,6,7
4230911,2788627,2,2
4264483,2108838,0,0
4185115,42894618,3,9
4258556,43531440,2,2
4185115,2725477,3,9
4185115,3188421,3,9
4212973,2787195,1,1
4230911,2616265,2,2
4185115,42894666,3,9
4230911,4307818,1,1
4185115,4184832,2,8
4212973,2787196,1,1
4227253,3661645,8,9
4230911,4196155,1,1
4185115,42894593,3,9
4185115,42894674,3,9
4185230,2313869,1,2
4230911,43021737,2,2
4185230,2313872,1,2
4258556,43533247,3,3
4230911,2313875,1,2
4185115,4225903,4,10
4185115,2725480,3,9
4190496,2788627,4,5
4185115,2725923,3,9
4185115,44511269,5,11
4185115,2725936,3,9
4185115,2725921,3,9
4185115,43527997,3,9
4190496,2787597,4,5
4230911,40491498,2,2
4205771,2787575,3,4
4230911,2722250,1,1
4205771,2786407,3,4
4247371,4335161,7,7
4230911,2786056,2,2
4185115,42894689,3,9
4230911,2786049,2,2
4185115,2725926,3,9
4230911,4250325,1,1
4261497,2788627,2,2
4313303,2514406,0,1
4304565,4333470,4,4
4304575,2787597,2,2
4296653,3661641,2,2
4304575,2788627,2,2
4286646,44511272,2,2
4286646,3188421,1,1
4304575,2786049,2,2
4286646,4216356,2,2
4286646,44511269,3,3
4304575,2788411,2,4
4313303,4289459,1,1
4307024,2514572,2,3
4304575,2787575,2,3
4296653,3661643,2,2
4286646,45770795,2,2
4304575,2786407,2,3
4286646,45769224,1,1
4313303,2514572,1,2
4296653,3661645,2,2
4274556,4074892,1,1
4330366,4161531,1,1
4332878,4335161,1,1
35614216,35614245,1,1
36210656,3021690,2,2
36207527,3021690,1,3
36207527,40765071,1,1
36207527,3015595,1,1
36208195,36661382,2,2
36210656,1002132,1,2
37048712,40765071,2,2
37396227,4333470,6,8
40485988,2788411,3,3
40760828,40765071,1,1
40489873,2725907,1,1
40489873,45770795,4,4
40489873,45769224,3,3
40489873,42894706,1,1
40489873,3188421,3,3
40489873,43527998,2,2
40485988,2788627,1,1
40489873,42894601,1,1
40489873,4225903,3,3
40489873,44511269,5,5
40489873,43527995,2,2
40489873,43527997,2,2
40489873,4216356,4,4
40489873,2725469,1,1
40489873,42894481,1,1
40491828,2786407,1,1
40489873,2725959,1,1
40485988,4333470,4,4
40486977,40492845,1,1
40489873,44511272,4,4
43531056,3661643,9,10
43531056,3661641,9,10
43531056,4270024,7,8
43531056,4225958,6,6
43531056,3661645,9,10
45765717,2106382,3,4
45888085,2108838,5,5
45888597,2106382,2,2
45888597,2108682,2,2
45888597,2101933,2,2
45888087,2722250,5,5
45888085,2110925,5,5
45888597,2108681,2,2
4027403,42894591,4,4
4027403,42894706,4,4
4027403,42894716,4,4
4078460,43533247,5,7
4027403,45770795,6,6
4027403,2725936,4,4
4027403,2725944,4,4
4027403,42894666,4,4
4027403,44511272,6,6
4027403,42894690,4,4
4027403,2725466,4,4
4078460,43531440,4,6
4027403,2725469,4,4
4027403,42894630,4,4
4027403,2787195,3,4
4027403,42894601,4,4
4027403,42894689,4,4
4027403,42894674,4,4
4027403,42894615,4,4
4027403,2725962,4,4
4027403,43527998,4,4
4027403,42894587,4,4
4027403,2725477,4,4
4027403,2725482,4,4
4027403,2725480,4,4
4027403,42894688,4,4
4027403,2725923,4,4
4027403,42894715,4,4
4027403,2787196,2,3
4027403,2725907,4,4
4027403,42894673,4,4
4027403,42894593,4,4
4078460,4161531,8,8
4078460,4333470,7,9
4027403,42894481,4,4
4027403,42894618,4,4
4027403,4329263,5,5
4027403,2725921,4,4
4027403,2725481,4,4
4027403,2725946,4,4
4027403,2725965,4,4
4040396,4333470,5,10
4027403,2725963,4,4
4027403,44511269,7,7
4027403,4161531,5,5
4124573,4161531,5,6
4124573,4333470,6,8
4124573,43531440,5,5
4124573,43533247,6,6
4171077,43531440,1,1
4180938,4161531,6,11
4216293,4333470,7,8
4180938,43533247,5,9
4190496,43533247,6,7
4216293,43533247,6,6
4190496,43531440,5,6
4190496,4333470,7,9
4180938,4333470,8,12
4216293,43531440,5,5
4190496,4161531,8,9
4178947,4333470,7,7
4171077,43533247,2,2
4180938,43531440,4,8
4216293,4161531,8,8
4304099,43531440,2,2
4304099,43533247,3,3
43529712,40483126,3,3
8715,4063290,3,3
432453,4173614,2,2
443883,3661641,7,7
376337,4335161,7,7
581458,38004340,2,2
443883,3661643,7,7
432453,4175026,2,2
443883,3661645,7,7
443883,4270024,5,5
581458,38004687,1,1
581458,38004324,2,2
436073,4335161,2,3
581458,38004325,2,2
1001664,1002132,1,1
432795,3661645,6,9
1616688,3021690,1,1
2794329,42894481,3,3
2788410,2788627,4,4
2788410,2788411,4,4
2794329,2725902,3,3
2786406,2786407,4,4
2809322,2787597,2,2
2794329,42894673,3,3
2794329,2725907,3,3
2794329,42894674,3,3
2835861,2725936,1,1
2859638,2786049,6,6
2852859,2725483,1,1
2867941,2786066,2,2
2868450,2786407,1,1
2859638,2788411,6,6
2859638,2786046,6,6
2874584,2725466,2,2
2859638,2786407,6,6
2859638,2787575,6,6
2859638,2788627,6,6
2872459,2787196,5,5
2852855,2725944,2,2
2859638,2786051,6,6
2872972,2786049,3,3
2852855,42894591,2,2
2846720,2788411,3,3
2874584,42894630,2,2
2852855,42894593,2,2
2848321,2725469,1,1
2852859,2725484,1,1
2872972,2786051,3,3
2859638,2787597,6,6
2841959,2787575,1,1
2859638,2786056,6,6
2859638,2786066,6,6
2852855,2725946,2,2
2852855,42894587,2,2
2872459,2787195,5,5
4003376,2110925,2,3
4078442,2725482,2,2
4042677,2725466,2,7
4042677,2001500,4,5
4037672,2788627,5,6
4037672,2616265,6,6
4037672,2786056,3,6
4042677,43527995,4,7
4078442,2725477,2,2
4042677,2725907,2,7
4042677,42894601,2,7
4037672,2313875,5,6
4078442,42894673,2,2
4078442,42894690,2,2
4078442,42894618,2,2
4078442,2725481,2,2
4042677,4225903,5,8
4037672,4250325,5,5
4078442,2725963,2,2
4078442,2725483,2,2
4060422,35614211,6,6
4078442,2725962,2,2
4071689,4225958,5,6
4037672,2313872,2,6
4084992,4081268,1,1
4042677,42894690,2,7
4037672,2787597,5,6
4042677,2788627,3,4
4042677,2725481,2,7
4042677,2787196,6,6
4042677,42894673,2,7
4042677,4216356,3,9
4037672,2786051,5,5
4042677,2725923,2,7
4078442,2725959,2,2
4078442,45770795,3,5
4042677,45769224,4,7
4078442,2725936,2,2
4078442,2725469,2,2
4042677,42894615,2,7
4040721,2787597,3,5
4078442,2725927,2,2
4037672,2313869,1,6
4040399,4161531,3,3
4037672,2786066,5,5
4078442,44511272,3,5
4042677,2725484,4,7
4042677,42894689,2,7
4042677,42894674,2,7
4037672,36717088,6,6
4042677,44511269,5,9
4078442,44511269,4,6
4042677,2787575,4,5
4042677,2725936,2,7
4042677,2725926,4,7
4042677,42894591,2,7
4078442,2725946,2,2
4042677,2725962,2,7
4042677,42894688,2,7
4042677,2725965,2,7
4108855,2787195,4,4
4078442,4184832,1,1
4042677,2787195,6,6
4078442,2725902,2,2
4042677,2725921,2,7
4042677,42894706,2,7
4060422,45772472,4,4
4040721,2786407,5,6
4103192,4270024,4,4
4042677,2725469,2,7
4060422,35614245,7,7
4078442,42894674,2,2
4037672,2787575,5,7
4042677,4031850,4,7
4078442,42894688,2,2
4078442,2725484,2,2
4042677,43527997,2,7
4078442,42894591,2,2
4078442,2725466,2,2
4042677,42894618,2,7
4078442,42894481,2,2
4042677,2725946,2,7
4042677,43527998,2,7
4078442,2725480,2,2
4037672,2788411,5,8
4042677,4329263,3,5
4042677,2725482,2,7
4078442,42894716,2,2
4040395,2108838,2,2
4078442,42894689,2,2
4042677,42894666,2,7
4040395,2787597,3,4
4040721,2108838,3,4
4078442,45769224,2,4
4042677,45770795,4,8
4042677,2788411,5,6
4037672,4211674,2,2
4042677,3188421,4,7
4078442,42894587,2,2
4042677,2725483,4,7
4078442,42894630,2,2
4078442,2725965,2,2
4037672,40491498,6,6
4037672,4196155,5,5
4078442,43527995,2,3
4037672,4334807,2,5
4060422,35614232,7,7
4078442,43527997,2,3
4042677,4184832,3,6
4078442,2725926,2,2
4103192,3661641,6,6
4078442,2725921,2,2
4078442,42894666,2,2
4078442,42894593,2,2
4037672,3654311,5,5
4037672,2786407,5,7
4060422,35614256,7,7
4042677,2787597,3,4
4042677,4161531,3,7
4042677,2725944,2,7
4060422,35614201,6,6
4078442,4225903,3,4
4042677,42894593,2,7
4078442,3188421,2,4
4060422,35614255,7,7
4037672,4307818,5,5
4078442,2725944,2,2
4040721,2110925,4,10
4042674,4307818,1,1
4078442,42894715,2,2
4037672,2786049,5,6
4040395,2110925,6,9
4060422,35614233,7,7
4040395,2106382,3,6
4078442,4216356,3,5
4037672,2722250,5,5
4078442,42894615,2,2
4103192,3661645,6,6
4078442,42894601,2,2
4037672,43021737,6,6
4042677,42894630,2,7
4042677,4337739,3,6
4042677,2725477,2,7
4042677,42894587,2,7
4078442,2725923,2,2
4078442,4031850,2,2
4042677,44511272,4,8
4042677,42894481,2,7
4042677,2725480,2,7
4042677,2725927,4,7
4103192,3661643,6,6
4042677,2725902,4,7
4078442,2725907,2,2
4042677,2725959,4,7
4104795,2106382,3,5
4037672,2786046,5,5
4078442,43527998,2,3
4042677,42894716,2,7
4042677,42894715,2,7
4060422,45763528,5,5
4040721,2106382,4,7
4042677,2725963,2,7
4078442,42894706,2,2
4181322,2725936,5,8
4181322,42894706,5,8
4181322,2725927,5,8
4118601,40491498,4,4
4181322,2725959,5,8
4181322,42894690,5,8
4118601,4196155,3,3
4118601,2313875,3,4
4181322,2725963,5,8
4181322,42894601,5,8
4118601,2786066,3,3
4181322,2725946,5,8
4181322,3188421,5,8
4118601,2786046,3,3
4118601,4334807,3,3
4181322,2725480,5,8
4181322,2725902,5,8
4181322,45770795,6,9
4181322,2725926,5,8
4181322,42894615,5,8
4118601,2313869,3,4
4181322,42894593,5,8
4118601,2786051,3,3
4181322,42894587,5,8
4181322,42894716,5,8
4181322,2725481,5,8
4118601,2788627,4,4
4181322,2725907,5,8
4181322,42894688,5,8
4181322,2725921,5,8
4181322,42894591,5,8
4181322,4225903,6,9
4134723,4225958,1,1
4118601,2786407,4,5
4118601,43021737,4,4
4181322,2725944,5,8
4138036,40491498,1,1
4181322,2725965,5,8
4138933,4084214,1,1
4118601,2786049,4,4
4138933,4084663,1,1
4181322,42894481,5,8
4181322,42894689,5,8
4118601,2787597,4,4
4181322,2725483,5,8
4118601,3654311,3,3
4118601,4307818,3,3
4181322,4031850,5,8
4181322,4216356,7,10
4118601,36717088,4,4
4181322,2725923,5,8
4181322,43527995,5,8
4181322,4184832,4,7
4118601,4250325,3,3
4181322,42894715,5,8
4181322,2725477,5,8
4181322,42894674,5,8
4181322,44511272,6,9
4181322,42894630,5,8
4181322,42894673,5,8
4181322,42894618,5,8
4181322,2725484,5,8
4138933,4084215,1,1
4181322,43527998,5,8
4181322,2725466,5,8
4181322,45769224,5,8
4181322,2110925,4,6
4118601,2787575,4,5
4138933,3661417,1,1
4181322,43527997,5,8
4118601,2313872,3,4
4181322,44511269,7,10
4118601,2616265,4,4
4163026,2787597,2,2
4138933,4137917,1,1
4181322,2725962,5,8
4181322,2725482,5,8
4118601,2788411,4,6
4118601,2786056,4,4
4163026,2106382,3,5
4118601,2722250,3,3
4181322,42894666,5,8
4181322,2725469,5,8
4184298,43527995,1,1
4203132,915762,2,2
4184298,43527998,1,1
4190630,4337739,1,1
4184298,45769224,2,2
4240723,2101933,1,3
4184298,44511272,3,3
4184298,4216356,3,3
4184298,43527997,1,1
4184298,3188421,2,2
4201120,2108838,2,2
4235414,4189164,3,3
4184298,44511269,4,4
4222724,2786407,2,2
4216752,2787195,1,1
4184298,45770795,3,3
4201944,2514406,3,4
4184298,4225903,2,2
4288538,2106382,0,1
4292082,35614211,7,7
4272314,45772472,5,6
4275564,2725484,4,4
4275564,42894591,4,4
4275564,2725466,4,4
4275564,42894601,4,4
4275564,42894715,4,4
4275564,42894688,4,4
4275564,42894716,4,4
4272314,35614233,8,9
4275564,2725936,4,4
4275564,2725944,4,4
4272314,45763528,6,7
4275564,2725480,4,4
4275564,2725481,4,4
4275564,2001500,2,2
4275564,42894481,4,4
4275564,42894587,4,4
4292082,35614233,8,8
4292082,35614256,8,8
4272314,35614245,8,9
4275564,4184832,3,3
4275564,2725923,4,4
4275564,4216356,3,6
4292082,35614255,8,8
4304870,4333470,5,5
4275564,43527995,4,4
4292082,45763528,6,6
4275564,4337739,3,3
4272314,35614256,8,9
4275564,2725962,4,4
4275564,42894593,4,4
4275564,2725927,4,4
4275564,2725963,4,4
4275564,42894615,4,4
4275564,42894689,4,4
4275564,2725469,4,4
4292082,35614232,8,8
4275564,42894690,4,4
4275564,42894630,4,4
4292082,35614245,8,8
4275564,2725921,4,4
4275564,42894673,4,4
4292082,45772472,5,5
4275564,3188421,4,4
4267373,4074892,2,2
4275564,2725946,4,4
4275564,2725477,4,4
4275564,44511272,5,5
4272314,35614201,7,8
4275564,45770795,5,5
4275564,4225903,5,5
4275564,2725965,4,4
4275564,44511269,6,6
4275564,2725907,4,4
4275564,42894666,4,4
4272314,35614255,8,9
4272314,35614232,8,9
4275564,4031850,2,4
4275564,43527998,4,4
4275564,2725482,4,4
4272314,3661530,4,5
4275564,43527997,2,4
4292082,35614201,7,7
4275564,45769224,4,4
4275564,42894674,4,4
4272314,35614211,7,8
4275564,42894706,4,4
4275564,2725959,4,4
4275564,2725483,4,4
4275564,2725902,4,4
4302532,2786407,4,4
4275564,2725926,4,4
4275564,42894618,4,4
4335825,2616265,1,1
4334808,2722250,0,0
4328969,2788627,1,1
4354249,3661641,5,5
4354249,4270024,3,3
4335825,36717088,1,1
4354249,3661643,5,5
4335825,2313869,0,1
4328969,2788411,3,3
4335825,43021737,1,1
4328969,2787597,1,1
4354249,3661645,5,5
4328969,2787575,2,2
432795,3661641,6,9
432795,4270024,4,7
35614203,35614233,1,1
36033233,36661382,1,1
37117049,4335161,2,2
40484102,3661641,6,6
40480457,3661641,7,8
40484102,3661643,6,6
40484102,3661645,6,6
40480457,4189164,5,5
40480457,3661645,7,8
40480457,3661643,7,8
4078460,2786062,3,3
4040396,2786623,3,5
4078460,4098215,3,3
4141937,42894692,3,6
4148948,42894467,5,7
4180938,2785853,4,7
4150819,42894594,3,3
4150819,2313810,2,4
4148948,42894586,5,7
4142191,35614236,7,7
4141937,2313811,5,7
4141937,42894472,3,6
4150819,42894467,3,3
4144684,2721126,6,6
4142191,35614200,6,6
4180938,3654312,5,6
4150819,42894703,3,3
4141937,2725904,6,6
4148948,42894703,4,7
4141937,42894592,3,6
4141937,42894467,3,6
4150819,42894592,3,3
4168361,2788615,2,2
4150819,42894480,3,3
4148948,42894704,4,7
4150819,43533187,1,3
4148948,42894700,4,7
4150819,42894612,3,3
4150819,42894482,3,3
4148948,42894692,5,7
4142191,35614225,6,6
4180938,2786061,5,7
4127751,2721126,3,3
4148948,2725950,5,7
4148948,2725966,5,7
4148948,42894699,4,7
4141937,42894699,6,6
4180938,45773079,5,5
4141937,42894482,6,6
4180938,42535579,6,7
4148948,42894597,5,7
4141937,42894653,6,6
4148948,42894653,4,7
4180938,4197265,5,6
4150819,42894586,3,3
4180938,2788615,6,9
4148948,43533187,3,5
4148948,2313810,3,8
4142191,35614234,7,7
4150819,42894704,3,3
4142191,35614253,7,7
4148948,42894480,4,7
4141937,2313810,5,7
4150819,42894653,3,3
4141937,43533187,4,6
4141937,2725950,3,6
4141937,42894612,6,6
4150819,42894664,3,3
4148948,42894482,4,7
4141937,42894598,6,6
4141937,42894611,6,6
4141937,42894678,6,6
4141937,2725957,6,6
4181025,44511270,1,1
4148948,42894592,5,7
4141937,42894704,6,6
4150819,2725904,3,3
4159960,4205072,5,5
4180938,2785852,4,6
4150819,44511270,4,4
4142191,35614240,7,7
4180938,2786623,5,8
4148948,42894678,5,7
4141937,42894703,6,6
4150819,42894590,3,3
4148948,42894598,4,7
4141937,42894597,3,6
4150819,42894584,3,3
4150819,2313811,2,4
4150819,2725966,3,3
4148948,2725468,5,7
4141937,42894700,6,6
4180938,2786055,5,6
4150819,42894472,3,3
4150819,42894678,3,3
4141937,42894586,3,6
4180938,2786067,5,6
4148948,42894594,5,7
4148948,2725957,4,7
4150819,42894692,3,3
4180938,2313867,5,7
4180938,2313884,3,8
4140481,2514412,1,2
4148948,42894599,4,7
4180938,2786054,5,6
4141937,42894473,3,6
4148948,2313811,3,8
4148948,42894472,5,7
4141937,2725966,6,6
4148948,42894474,5,7
4150819,2725957,3,3
4141937,42894480,6,6
4148948,42894473,5,7
4142191,35614222,6,6
4180938,4017921,2,2
4128030,2110331,1,1
4168806,4205072,2,2
4148948,42894612,5,7
4141937,42894664,6,6
4150819,42894597,3,3
4180938,4329506,5,6
4180938,2313882,3,7
4141937,42894474,3,6
4141937,44511270,7,7
4150819,42894699,3,3
4148948,42894664,5,7
4150819,42894599,3,3
4150819,2725468,3,3
4142191,35614210,6,6
4180938,2786062,5,6
4141937,2725468,3,6
4148948,42894584,5,7
4141937,42894594,3,6
4148948,44511270,6,8
4150819,42894611,3,3
4150819,42894474,3,3
4148948,2725904,4,7
4150819,2725950,3,3
4141937,42894590,3,6
4142191,35614215,6,6
4180938,4199235,6,7
4148948,42894611,5,7
4142191,35614230,7,7
4127246,2110334,3,4
4148948,42894590,5,7
4150819,42894473,3,3
4141937,42894584,6,6
4180938,4098215,5,6
4150819,42894598,3,3
4150819,42894700,3,3
4141937,42894599,6,6
4128030,2110334,0,1
4227253,46269996,5,5
4261497,2788615,3,3
4185115,42894692,3,9
4190496,2786623,4,6
4230911,3654312,1,1
4185115,2725468,3,9
4185115,42894612,3,9
4185115,42894472,3,9
4185115,42894474,3,9
4230911,2786062,1,1
4230911,4329506,1,1
4185115,42894586,3,9
4216293,4161776,7,7
4203889,2313882,0,1
4230911,2313867,1,2
4185115,42894653,3,9
4205771,2786623,3,4
4230911,2786055,1,1
4227253,46270163,7,8
4185115,2725957,3,9
4230911,2786061,2,2
4227253,35611571,6,8
4185115,42894590,3,9
4185115,44511270,4,10
4185115,42894480,3,9
4230911,2786054,1,1
4185115,42894704,3,9
4185115,42894611,3,9
4190496,2785853,4,4
4185115,2725904,3,9
4185115,2725950,3,9
4185115,42894700,3,9
4190496,2788615,4,7
4230911,4098215,1,1
4185115,42894599,3,9
4190496,2785852,4,4
4185115,42894592,3,9
4185115,2313811,4,10
4205771,2788615,3,5
4185115,2725966,3,9
4185115,42894594,3,9
4227253,46270158,6,8
4185115,42894678,3,9
4185230,2313882,1,2
4185115,42894598,3,9
4187067,46269996,2,2
4230911,2313882,1,2
4185115,42894699,3,9
4185115,42894482,3,9
4185115,42894467,3,9
4230911,2785853,2,2
4185115,42894703,3,9
4190496,2786061,4,4
4230911,2313884,1,3
4205771,2786061,3,3
4230911,2788615,2,2
4230911,2786623,2,2
4185115,2313810,4,10
4230911,4199235,2,2
4227253,46270164,6,8
4185115,42894597,3,9
4230911,42535579,2,2
4185115,42894584,3,9
4230911,2785852,1,1
4185115,42894664,3,9
4227253,36712982,6,7
4230911,2786067,1,1
4185115,42894473,3,9
4230911,4197265,1,1
4187067,36712982,3,3
4261497,2786623,3,3
4286646,44511270,2,2
4313303,2514412,0,1
4304575,2788615,2,4
4296653,35611571,1,1
4313303,2514557,1,2
4296653,46270163,1,1
4268889,4292071,2,2
4307024,2514557,2,3
4313303,2514404,0,1
4304575,2786061,2,2
4304575,2786623,2,3
4310912,2514557,2,3
4305050,2788615,1,1
4296653,46270158,1,1
4296653,46270164,1,1
601836,46270158,5,5
40489873,2313810,3,3
40489873,42894653,1,1
40485988,4161776,3,3
40489873,42894482,1,1
40489873,42894480,1,1
40489873,2725904,1,1
40489873,2725957,1,1
40489873,42894703,1,1
40485988,2788615,2,2
40489873,2313811,3,3
40489873,42894704,1,1
40489873,44511270,4,4
40489873,42894699,1,1
40489873,42894700,1,1
40489873,42894598,1,1
40489873,42894599,1,1
43020082,42894612,1,1
43018741,42894664,1,1
43531056,46269996,6,6
43531056,36712982,7,8
43531056,46270164,7,9
43531056,46270163,8,9
43531056,35611571,7,9
43531056,46270158,7,9
45763961,45773302,1,1
601836,35611571,5,5
192763,36712982,4,4
45888586,2414348,2,2
45888085,2110331,4,4
45888085,2110334,4,4
45888597,2110361,2,2
45888085,2111099,6,6
45888597,44816484,2,2
45887812,2111099,2,2
8883,38004262,1,1
321887,4225958,3,3
381273,4335161,3,3
444363,4335161,3,3
441840,4189164,6,6
1616333,3021690,2,2
2801516,2725926,6,6
2801516,2725946,6,6
2801516,2725480,6,6
2801516,2725927,6,6
2801516,42894591,6,6
2801516,42894666,6,6
2801516,2725936,6,6
2801516,2725962,6,6
2801516,2725963,6,6
2801516,2725921,6,6
2801516,2725965,6,6
2801516,2725483,6,6
2801516,2725907,6,6
2822647,42894481,2,2
2801516,42894715,6,6
2801516,42894716,6,6
2801516,42894690,6,6
2801516,42894688,6,6
2801516,42894674,6,6
2801516,2725466,6,6
2801516,42894593,6,6
2801516,2725477,6,6
2801516,2725923,6,6
2801516,42894587,6,6
2818912,2786407,3,3
2801516,42894689,6,6
2801516,42894673,6,6
2801516,42894630,6,6
2801516,42894618,6,6
2801516,2725469,6,6
2801516,2725959,6,6
2822647,2725907,2,2
2801516,2725482,6,6
2801516,2725484,6,6
2801516,2725481,6,6
2801516,42894481,6,6
2801516,42894601,6,6
2801516,2725902,6,6
2801516,42894615,6,6
2801516,2725944,6,6
2801516,42894706,6,6
2879942,42894689,3,3
2879942,42894716,3,3
2879942,42894715,3,3
2848320,2725959,2,2
2879942,2725921,3,3
2879942,2725927,3,3
2879942,2725936,3,3
2879942,42894688,3,3
2879942,2725926,3,3
2848320,42894601,2,2
2835860,2725921,1,1
2879942,2725923,3,3
2868273,2788627,3,3
2846515,2786066,1,1
2879942,42894706,3,3
2879942,42894690,3,3
4029205,4196155,5,8
4029205,2313872,3,9
4021166,2514572,2,3
4029205,2725959,5,11
4029205,2725944,5,11
4029205,2514572,3,5
4029205,2616265,6,9
4032257,4250325,3,3
4029205,42894593,5,11
4029205,42894601,5,11
4029205,43021737,6,9
4029205,2108682,4,5
4029205,2313875,5,9
4029205,2787575,6,10
4032257,2313869,2,4
4029205,4337739,5,8
4029205,2725469,5,11
4029205,44511272,6,12
4029205,42894673,4,11
4032257,2787597,3,4
4032257,2722250,3,3
4029205,4250325,5,8
4032257,4196155,3,3
4029205,40491498,6,9
4029205,42894618,4,11
4029205,42894630,5,11
4029205,2722250,5,8
4029205,3654311,5,8
4029205,42894481,5,11
4029205,3188421,5,11
4029205,2725482,4,11
4028071,4225958,7,7
4029205,2788411,6,11
4029205,42894706,5,11
4033224,2101933,2,4
4029205,42894615,4,11
4029205,2725946,5,11
4029205,45770795,6,12
4029205,2725481,4,11
4032257,2788627,3,4
4029205,2725927,5,11
4029205,42894674,4,11
4029205,2725902,5,11
4029205,43527997,4,11
4029205,4216356,6,13
4029205,2108681,4,5
4033224,2110925,3,4
4032257,2786407,4,5
4029205,2787597,6,9
4029205,4307818,5,8
4029205,2313869,4,9
4032257,36717088,4,4
4029205,2725965,4,11
4029205,2725962,4,11
4032257,4307818,3,3
4032257,2616265,4,4
4029205,2786051,5,8
4032257,2788411,3,4
4029205,2725907,5,11
4029205,2725923,5,11
4032257,2786046,3,3
4033224,915762,3,3
4029205,4211674,5,5
4029205,2725963,4,11
4029205,2786056,6,9
4029205,2786046,5,8
4032257,40491498,4,4
4033224,2313872,1,2
4029205,2725483,4,11
4029205,2110925,5,10
4029205,4225903,6,12
4032257,3654311,3,3
4029205,2725921,5,11
4029205,4031850,5,11
4029205,2725480,4,11
4029205,43527998,5,11
4032257,4334807,3,3
4032257,2313872,2,4
4029205,2001500,5,7
4029205,42894666,4,11
4032257,2313875,3,4
4029205,42894690,5,11
4033224,4163995,4,4
4029205,2725926,5,11
4032257,43021737,4,4
4029205,44511269,7,13
4029205,2725466,5,11
4032257,2786066,3,3
4029205,2788627,6,9
4032257,2786051,3,3
4029205,4289459,4,4
4029205,2106382,6,10
4029205,2725936,4,11
4029205,44803621,4,4
4029205,2514406,3,6
4029205,4334807,5,8
4029205,2786066,5,8
4029205,2786407,6,10
4029205,42894587,5,11
4029205,4184832,4,10
4029205,42894591,5,11
4029205,2786049,6,9
4029205,42894688,5,11
4029205,43527995,5,11
4029205,2725484,4,11
4029205,42894715,4,11
4029205,42894716,4,11
4032257,2786049,4,4
4029205,36717088,6,9
4029205,42894689,5,11
4029205,2725477,4,11
4032257,2786056,4,4
4029205,45769224,5,11
4093991,4225958,6,7
4043022,2725921,5,8
4043022,2788411,5,7
4040400,2725923,4,9
4043022,2725923,5,8
4043023,2786066,4,5
4040400,42894591,4,9
4040551,2725466,3,8
4040400,4329263,4,7
4040390,4337739,6,9
4040400,2786407,5,6
4040400,2725946,4,9
4040400,42894716,4,9
4040400,2725469,4,9
4040551,2788627,4,5
4040390,42894716,5,10
4040400,2725936,4,9
4040390,2787575,5,8
4040551,2725936,3,8
4040400,4031850,4,9
